1419.5,0.014171
1419.500488,0.014089
1419.500977,0.013852
1419.501465,0.013945
1419.501953,0.014063
1419.502441,0.013941
1419.50293,0.013952
1419.503418,0.014006
1419.503906,0.013992
1419.504395,0.013986
1419.504883,0.01394
1419.505371,0.013932
1419.505859,0.013948
1419.506348,0.013965
1419.506836,0.014001
1419.507324,0.014121
1419.507812,0.014169
1419.508301,0.013988
1419.508789,0.013912
1419.509277,0.013993
1419.509766,0.014042
1419.510254,0.014058
1419.510742,0.014007
1419.51123,0.014049
1419.511719,0.014123
1419.512207,0.014137
1419.512695,0.014116
1419.513184,0.014215
1419.513672,0.014249
1419.51416,0.014258
1419.514648,0.014265
1419.515137,0.014263
1419.515625,0.014237
1419.516113,0.014326
1419.516602,0.014504
1419.51709,0.014572
1419.517578,0.014426
1419.518066,0.014444
1419.518555,0.014478
1419.519043,0.014475
1419.519531,0.014585
1419.52002,0.014675
1419.520508,0.014539
1419.520996,0.014422
1419.521484,0.014509
1419.521973,0.014541
1419.522461,0.014589
1419.522949,0.014644
1419.523438,0.014704
1419.523926,0.014787
1419.524414,0.014796
1419.524902,0.014903
1419.525391,0.014908
1419.525879,0.014852
1419.526367,0.014879
1419.526855,0.014962
1419.527344,0.015067
1419.527832,0.015071
1419.52832,0.015007
1419.528809,0.014947
1419.529297,0.015032
1419.529785,0.015058
1419.530273,0.015064
1419.530762,0.015132
1419.53125,0.015289
1419.531738,0.015393
1419.532227,0.015468
1419.532715,0.015557
1419.533203,0.015452
1419.533691,0.015308
1419.53418,0.015337
1419.534668,0.015467
1419.535156,0.015488
1419.535645,0.015398
1419.536133,0.015424
1419.536621,0.015605
1419.537109,0.015694
1419.537598,0.015794
1419.538086,0.015862
1419.538574,0.015894
1419.539062,0.015903
1419.539551,0.016032
1419.540039,0.016136
1419.540527,0.016133
1419.541016,0.016138
1419.541504,0.016109
1419.541992,0.016122
1419.54248,0.01632
1419.542969,0.01636
1419.543457,0.016227
1419.543945,0.016367
1419.544434,0.016559
1419.544922,0.016471
1419.54541,0.016496
1419.545898,0.016572
1419.546387,0.016512
1419.546875,0.01656
1419.547363,0.016728
1419.547852,0.016753
1419.54834,0.016834
1419.548828,0.016923
1419.549316,0.016938
1419.549805,0.01711
1419.550293,0.017092
1419.550781,0.016913
1419.55127,0.017062
1419.551758,0.017191
1419.552246,0.017129
1419.552734,0.017317
1419.553223,0.01751
1419.553711,0.017533
1419.554199,0.017665
1419.554688,0.017726
1419.555176,0.017602
1419.555664,0.017569
1419.556152,0.017633
1419.556641,0.017643
1419.557129,0.017791
1419.557617,0.017906
1419.558105,0.017862
1419.558594,0.017848
1419.559082,0.018021
1419.55957,0.01821
1419.560059,0.018231
1419.560547,0.018281
1419.561035,0.018372
1419.561523,0.018336
1419.562012,0.018354
1419.5625,0.01841
1419.562988,0.018458
1419.563477,0.018618
1419.563965,0.018803
1419.564453,0.018833
1419.564941,0.018624
1419.56543,0.018617
1419.565918,0.018814
1419.566406,0.018853
1419.566895,0.018951
1419.567383,0.018968
1419.567871,0.018955
1419.568359,0.019104
1419.568848,0.019327
1419.569336,0.019459
1419.569824,0.019301
1419.570312,0.019294
1419.570801,0.019371
1419.571289,0.019465
1419.571777,0.01962
1419.572266,0.019663
1419.572754,0.019564
1419.573242,0.019569
1419.57373,0.019725
1419.574219,0.019649
1419.574707,0.019714
1419.575195,0.019989
1419.575684,0.020112
1419.576172,0.020157
1419.57666,0.020177
1419.577148,0.020085
1419.577637,0.020193
1419.578125,0.020546
1419.578613,0.020556
1419.579102,0.020343
1419.57959,0.020301
1419.580078,0.020433
1419.580566,0.020692
1419.581055,0.020757
1419.581543,0.020553
1419.582031,0.020705
1419.58252,0.020866
1419.583008,0.020955
1419.583496,0.021045
1419.583984,0.020966
1419.584473,0.020904
1419.584961,0.021033
1419.585449,0.021144
1419.585938,0.021185
1419.586426,0.021527
1419.586914,0.021497
1419.587402,0.021315
1419.587891,0.021416
1419.588379,0.021619
1419.588867,0.021629
1419.589355,0.021654
1419.589844,0.021715
1419.590332,0.021859
1419.59082,0.022059
1419.591309,0.022126
1419.591797,0.022244
1419.592285,0.02217
1419.592773,0.022059
1419.593262,0.022103
1419.59375,0.021978
1419.594238,0.02205
1419.594727,0.02233
1419.595215,0.022472
1419.595703,0.022398
1419.596191,0.022195
1419.59668,0.022372
1419.597168,0.022553
1419.597656,0.022682
1419.598145,0.022878
1419.598633,0.022948
1419.599121,0.023056
1419.599609,0.023119
1419.600098,0.022979
1419.600586,0.022837
1419.601074,0.022837
1419.601562,0.022864
1419.602051,0.022925
1419.602539,0.022963
1419.603027,0.023121
1419.603516,0.023446
1419.604004,0.023375
1419.604492,0.023367
1419.60498,0.023479
1419.605469,0.023766
1419.605957,0.023937
